episodio,recompensa,epsilon,tubos_pasados
0,-6.90,1.0000,0
1,-8.10,1.0000,0
2,-8.10,0.9999,0
3,-7.50,0.9999,0
4,-6.90,0.9998,0
5,-8.10,0.9998,0
6,-6.30,0.9997,0
7,-6.90,0.9997,0
8,-8.10,0.9996,0
9,-6.90,0.9996,0
10,-8.10,0.9995,0
11,-6.90,0.9995,0
12,-8.10,0.9994,0
13,-7.50,0.9994,0
14,-7.50,0.9993,0
15,-7.50,0.9993,0
16,-5.70,0.9992,0
17,-5.70,0.9992,0
18,-8.70,0.9991,0
19,-8.10,0.9991,0
20,-7.50,0.9990,0
21,-6.90,0.9990,0
22,-8.10,0.9989,0
23,-6.90,0.9989,0
24,-6.30,0.9988,0
25,-7.50,0.9988,0
26,-6.30,0.9987,0
27,-8.70,0.9987,0
28,-5.70,0.9986,0
29,-8.10,0.9986,0
30,-8.10,0.9985,0
31,-8.10,0.9985,0
32,-8.10,0.9984,0
33,-7.50,0.9984,0
34,-6.30,0.9983,0
35,-8.70,0.9983,0
36,-8.10,0.9982,0
37,-6.30,0.9982,0
38,-7.50,0.9981,0
39,-5.70,0.9981,0
40,-6.90,0.9980,0
41,-6.30,0.9980,0
42,-8.10,0.9979,0
43,-7.50,0.9979,0
44,-7.50,0.9978,0
45,-5.70,0.9978,0
46,-5.70,0.9977,0
47,-4.50,0.9977,0
48,-8.10,0.9976,0
49,-8.10,0.9976,0
50,-8.10,0.9975,0
51,-6.90,0.9975,0
52,-8.10,0.9974,0
53,-8.70,0.9974,0
54,-6.30,0.9973,0
55,-5.10,0.9973,0
56,-6.30,0.9972,0
57,-8.10,0.9972,0
58,-6.90,0.9971,0
59,-8.10,0.9971,0
60,-8.70,0.9970,0
61,-8.10,0.9970,0
62,-6.90,0.9969,0
63,-8.70,0.9969,0
64,-6.90,0.9968,0
65,-7.50,0.9968,0
66,-8.70,0.9967,0
67,-7.50,0.9967,0
68,-7.50,0.9966,0
69,-6.30,0.9966,0
70,-8.70,0.9965,0
71,-6.90,0.9965,0
72,-6.90,0.9964,0
73,-8.10,0.9964,0
74,-8.10,0.9963,0
75,-6.90,0.9963,0
76,-8.10,0.9962,0
77,-7.50,0.9962,0
78,-7.50,0.9961,0
79,-7.50,0.9961,0
80,-8.10,0.9960,0
81,-7.50,0.9960,0
82,-7.50,0.9959,0
83,-8.10,0.9959,0
84,-8.10,0.9958,0
85,-6.90,0.9958,0
86,-8.70,0.9957,0
87,-7.50,0.9957,0
88,-8.70,0.9956,0
89,-8.70,0.9956,0
90,-8.70,0.9955,0
91,-5.70,0.9955,0
92,-8.10,0.9954,0
93,-8.10,0.9954,0
94,-5.70,0.9953,0
95,-8.70,0.9953,0
96,-7.50,0.9952,0
97,-7.50,0.9952,0
98,-8.10,0.9951,0
99,-8.70,0.9951,0
100,-7.50,0.9950,0
101,-8.70,0.9950,0
102,-8.10,0.9949,0
103,-8.10,0.9949,0
104,-6.90,0.9948,0
105,-7.50,0.9948,0
106,-8.10,0.9947,0
107,-8.70,0.9947,0
108,-6.90,0.9946,0
109,-8.10,0.9946,0
110,-7.50,0.9945,0
111,-8.10,0.9945,0
112,-7.50,0.9944,0
113,-8.10,0.9944,0
114,-5.70,0.9943,0
115,-7.50,0.9943,0
116,-8.10,0.9942,0
117,-6.30,0.9942,0
118,-7.50,0.9941,0
119,-8.10,0.9941,0
120,-8.10,0.9940,0
121,-7.50,0.9940,0
122,-8.10,0.9939,0
123,-8.10,0.9939,0
124,-8.70,0.9938,0
125,-7.50,0.9938,0
126,-8.70,0.9937,0
127,-7.50,0.9937,0
128,-6.90,0.9936,0
129,-6.90,0.9936,0
130,-7.50,0.9935,0
131,-8.10,0.9935,0
132,-7.50,0.9934,0
133,-8.70,0.9934,0
134,-7.50,0.9933,0
135,-8.10,0.9933,0
136,-6.30,0.9932,0
137,-8.10,0.9932,0
138,-8.70,0.9931,0
139,-8.10,0.9931,0
140,-8.70,0.9930,0
141,-8.10,0.9930,0
142,-7.50,0.9929,0
143,-6.90,0.9929,0
144,-8.10,0.9928,0
145,-5.70,0.9928,0
146,-7.50,0.9927,0
147,-6.90,0.9927,0
148,-8.10,0.9926,0
149,-8.10,0.9926,0
150,-8.10,0.9925,0
151,-7.50,0.9925,0
152,-6.90,0.9924,0
153,-6.30,0.9924,0
154,-6.90,0.9923,0
155,-6.30,0.9923,0
156,-7.50,0.9922,0
157,-8.10,0.9922,0
158,-8.10,0.9921,0
159,-6.90,0.9921,0
160,-8.10,0.9920,0
161,-8.70,0.9920,0
162,-8.10,0.9919,0
163,-6.90,0.9919,0
164,-8.10,0.9918,0
165,-8.10,0.9918,0
166,-8.10,0.9917,0
167,-7.50,0.9917,0
168,-6.90,0.9916,0
169,-6.90,0.9916,0
170,-7.50,0.9915,0
171,-7.50,0.9915,0
172,-6.90,0.9914,0
173,-8.10,0.9914,0
174,-6.30,0.9913,0
175,-7.50,0.9913,0
176,-8.10,0.9912,0
177,-8.70,0.9912,0
178,-8.70,0.9911,0
179,-8.10,0.9911,0
180,-6.90,0.9910,0
181,-5.10,0.9910,0
182,-5.70,0.9909,0
183,-7.50,0.9909,0
184,-8.10,0.9908,0
185,-5.70,0.9908,0
186,-8.10,0.9907,0
187,-6.90,0.9907,0
188,-8.10,0.9906,0
189,-8.10,0.9906,0
190,-8.70,0.9905,0
191,-6.90,0.9905,0
192,-8.70,0.9904,0
193,-6.90,0.9904,0
194,-7.50,0.9903,0
195,-6.90,0.9903,0
196,-7.50,0.9902,0
197,-7.50,0.9902,0
198,-6.30,0.9901,0
199,-8.10,0.9901,0
200,-7.50,0.9900,0
201,-8.10,0.9900,0
202,-7.50,0.9900,0
203,-8.10,0.9899,0
204,-6.90,0.9899,0
205,-8.10,0.9898,0
206,-7.50,0.9898,0
207,-8.10,0.9897,0
208,-4.50,0.9897,0
209,-8.10,0.9896,0
210,-8.70,0.9896,0
211,-8.10,0.9895,0
212,-8.70,0.9895,0
213,-7.50,0.9894,0
214,-1.50,0.9894,0
215,-8.70,0.9893,0
216,-8.10,0.9893,0
217,-7.50,0.9892,0
218,-8.70,0.9892,0
219,-6.90,0.9891,0
220,-7.50,0.9891,0
221,-6.30,0.9890,0
222,-7.50,0.9890,0
223,-7.50,0.9889,0
224,-8.10,0.9889,0
225,-6.30,0.9888,0
226,-8.70,0.9888,0
227,-8.70,0.9887,0
228,-8.10,0.9887,0
229,-6.90,0.9886,0
230,-7.50,0.9886,0
231,-8.10,0.9885,0
232,-7.50,0.9885,0
233,-8.10,0.9884,0
234,-7.50,0.9884,0
235,-6.30,0.9883,0
236,-3.90,0.9883,0
237,-7.50,0.9882,0
238,-6.90,0.9882,0
239,-7.50,0.9881,0
240,-8.10,0.9881,0
241,-8.70,0.9880,0
242,-8.70,0.9880,0
243,-6.90,0.9879,0
244,-5.70,0.9879,0
245,-6.30,0.9878,0
246,-7.50,0.9878,0
247,-6.30,0.9877,0
248,-8.10,0.9877,0
249,-8.10,0.9876,0
250,-7.50,0.9876,0
251,-8.10,0.9875,0
252,-8.70,0.9875,0
253,-8.10,0.9874,0
254,-7.50,0.9874,0
255,-7.50,0.9873,0
256,-6.30,0.9873,0
257,-6.90,0.9872,0
258,-6.90,0.9872,0
259,-6.90,0.9871,0
260,-6.90,0.9871,0
261,-7.50,0.9870,0
262,-6.90,0.9870,0
263,-7.50,0.9869,0
264,-8.10,0.9869,0
265,-5.70,0.9868,0
266,-8.10,0.9868,0
267,-8.10,0.9867,0
268,-6.30,0.9867,0
269,-7.50,0.9866,0
270,-6.30,0.9866,0
271,-8.10,0.9865,0
272,-8.70,0.9865,0
273,-5.10,0.9864,0
274,-7.50,0.9864,0
275,-7.50,0.9863,0
276,-7.50,0.9863,0
277,-8.10,0.9862,0
278,-6.90,0.9862,0
279,-6.90,0.9861,0
280,-6.30,0.9861,0
281,-8.10,0.9860,0
282,-7.50,0.9860,0
283,-8.70,0.9859,0
284,-8.10,0.9859,0
285,-6.30,0.9859,0
286,-8.70,0.9858,0
287,-8.10,0.9858,0
288,-6.90,0.9857,0
289,-6.90,0.9857,0
290,-8.10,0.9856,0
291,-7.50,0.9856,0
292,-6.90,0.9855,0
293,-8.10,0.9855,0
294,-8.70,0.9854,0
295,-8.10,0.9854,0
296,-8.10,0.9853,0
297,-6.30,0.9853,0
298,-7.50,0.9852,0
299,-7.50,0.9852,0
300,-8.70,0.9851,0
301,-7.50,0.9851,0
302,-6.30,0.9850,0
303,-6.30,0.9850,0
304,-8.10,0.9849,0
305,-7.50,0.9849,0
306,-8.10,0.9848,0
307,-8.10,0.9848,0
308,-8.10,0.9847,0
309,-5.70,0.9847,0
310,-5.70,0.9846,0
311,-7.50,0.9846,0
312,-8.10,0.9845,0
313,-8.70,0.9845,0
314,-2.70,0.9844,0
315,-6.30,0.9844,0
316,-6.90,0.9843,0
317,-7.50,0.9843,0
318,-7.50,0.9842,0
319,-6.30,0.9842,0
320,-7.50,0.9841,0
321,-6.90,0.9841,0
322,-8.70,0.9840,0
323,-7.50,0.9840,0
324,-8.10,0.9839,0
325,-8.10,0.9839,0
326,-5.10,0.9838,0
327,-8.70,0.9838,0
328,-8.70,0.9837,0
329,-6.30,0.9837,0
330,-7.50,0.9836,0
331,-6.30,0.9836,0
332,-8.10,0.9835,0
333,-6.30,0.9835,0
334,-6.30,0.9834,0
335,-8.70,0.9834,0
336,-5.70,0.9833,0
337,-8.10,0.9833,0
338,-8.10,0.9832,0
339,-7.50,0.9832,0
340,-8.10,0.9831,0
341,-6.90,0.9831,0
342,-8.10,0.9830,0
343,-7.50,0.9830,0
344,-7.50,0.9829,0
345,-6.90,0.9829,0
346,-7.50,0.9828,0
347,-4.50,0.9828,0
348,-7.50,0.9828,0
349,-8.10,0.9827,0
350,-8.10,0.9827,0
351,-8.10,0.9826,0
352,-8.10,0.9826,0
353,-7.50,0.9825,0
354,-8.10,0.9825,0
355,-7.50,0.9824,0
356,-8.10,0.9824,0
357,-8.70,0.9823,0
358,-7.50,0.9823,0
359,-7.50,0.9822,0
360,-6.90,0.9822,0
361,-7.50,0.9821,0
362,-6.90,0.9821,0
363,-7.50,0.9820,0
364,-8.70,0.9820,0
365,-7.50,0.9819,0
366,-8.70,0.9819,0
367,-6.90,0.9818,0
368,-8.10,0.9818,0
369,-7.50,0.9817,0
370,-7.50,0.9817,0
371,-8.70,0.9816,0
372,-6.90,0.9816,0
373,-7.50,0.9815,0
374,-8.10,0.9815,0
375,-6.90,0.9814,0
376,-4.50,0.9814,0
377,-6.30,0.9813,0
378,-6.90,0.9813,0
379,-6.90,0.9812,0
380,-8.10,0.9812,0
381,-6.90,0.9811,0
382,-7.50,0.9811,0
383,-7.50,0.9810,0
384,-6.90,0.9810,0
385,-8.10,0.9809,0
386,-8.70,0.9809,0
387,-7.50,0.9808,0
388,-8.10,0.9808,0
389,-4.50,0.9807,0
390,-6.30,0.9807,0
391,-7.50,0.9806,0
392,-7.50,0.9806,0
393,-7.50,0.9805,0
394,-6.30,0.9805,0
395,-6.30,0.9804,0
396,-6.90,0.9804,0
397,-5.70,0.9803,0
398,-6.30,0.9803,0
399,-7.50,0.9802,0
400,-4.50,0.9802,0
401,-8.10,0.9801,0
402,-8.10,0.9801,0
403,-7.50,0.9801,0
404,-8.10,0.9800,0
405,-8.10,0.9800,0
406,-6.90,0.9799,0
407,-7.50,0.9799,0
408,-7.50,0.9798,0
409,-8.10,0.9798,0
410,-6.90,0.9797,0
411,-7.50,0.9797,0
412,-7.50,0.9796,0
413,-8.10,0.9796,0
414,-6.30,0.9795,0
415,-7.50,0.9795,0
416,-8.10,0.9794,0
417,-6.30,0.9794,0
418,-7.50,0.9793,0
419,-8.10,0.9793,0
420,-8.10,0.9792,0
421,-6.90,0.9792,0
422,-7.50,0.9791,0
423,-8.10,0.9791,0
424,-8.10,0.9790,0
425,-6.30,0.9790,0
426,-7.50,0.9789,0
427,-6.90,0.9789,0
428,-8.10,0.9788,0
429,-7.50,0.9788,0
430,-7.50,0.9787,0
431,-8.10,0.9787,0
432,-7.50,0.9786,0
433,-8.10,0.9786,0
434,-7.50,0.9785,0
435,-8.10,0.9785,0
436,-7.50,0.9784,0
437,-7.50,0.9784,0
438,-3.90,0.9783,0
439,-7.50,0.9783,0
440,-6.30,0.9782,0
441,-8.70,0.9782,0
442,-7.50,0.9781,0
443,-7.50,0.9781,0
444,-8.70,0.9780,0
445,-6.90,0.9780,0
446,-6.30,0.9779,0
447,-6.30,0.9779,0
448,-7.50,0.9778,0
449,-6.90,0.9778,0
450,-7.50,0.9778,0
451,-8.10,0.9777,0
452,-8.10,0.9777,0
453,-8.10,0.9776,0
454,-6.90,0.9776,0
455,-7.50,0.9775,0
456,-8.70,0.9775,0
457,-8.10,0.9774,0
458,-6.30,0.9774,0
459,-7.50,0.9773,0
460,-8.70,0.9773,0
461,-5.70,0.9772,0
462,-4.50,0.9772,0
463,-7.50,0.9771,0
464,-8.10,0.9771,0
465,-8.10,0.9770,0
466,-7.50,0.9770,0
467,-3.90,0.9769,0
468,-5.70,0.9769,0
469,-7.50,0.9768,0
470,-8.10,0.9768,0
471,-6.90,0.9767,0
472,-8.70,0.9767,0
473,-8.70,0.9766,0
474,-8.70,0.9766,0
475,-6.90,0.9765,0
476,-7.50,0.9765,0
477,-7.50,0.9764,0
478,-8.10,0.9764,0
479,-8.10,0.9763,0
480,-8.70,0.9763,0
481,-6.30,0.9762,0
482,-8.10,0.9762,0
483,-8.10,0.9761,0
484,-6.90,0.9761,0
485,-6.90,0.9760,0
486,-8.10,0.9760,0
487,-8.10,0.9759,0
488,-3.90,0.9759,0
489,-8.10,0.9758,0
490,-5.70,0.9758,0
491,-8.10,0.9757,0
492,-7.50,0.9757,0
493,-8.10,0.9757,0
494,-7.50,0.9756,0
495,-7.50,0.9756,0
496,-7.50,0.9755,0
497,-8.70,0.9755,0
498,-6.30,0.9754,0
499,-8.10,0.9754,0
500,-7.50,0.9753,0
501,-8.70,0.9753,0
502,-7.50,0.9752,0
503,-6.30,0.9752,0
504,-5.70,0.9751,0
505,-8.10,0.9751,0
506,-7.50,0.9750,0
507,-6.90,0.9750,0
508,-8.10,0.9749,0
509,-7.50,0.9749,0
510,-8.10,0.9748,0
511,-6.90,0.9748,0
512,-8.10,0.9747,0
513,-6.30,0.9747,0
514,-6.30,0.9746,0
515,-8.10,0.9746,0
516,-6.30,0.9745,0
517,-7.50,0.9745,0
518,-8.70,0.9744,0
519,-8.10,0.9744,0
520,-6.90,0.9743,0
521,-7.50,0.9743,0
522,-8.70,0.9742,0
523,-7.50,0.9742,0
524,-6.30,0.9741,0
525,-8.10,0.9741,0
526,-6.90,0.9740,0
527,-6.90,0.9740,0
528,-8.10,0.9739,0
529,-8.70,0.9739,0
530,-7.50,0.9738,0
531,-6.90,0.9738,0
532,-7.50,0.9738,0
533,-2.70,0.9737,0
534,-8.10,0.9737,0
535,-6.30,0.9736,0
536,-7.50,0.9736,0
537,-7.50,0.9735,0
538,-7.50,0.9735,0
539,-8.10,0.9734,0
540,-7.50,0.9734,0
541,-8.10,0.9733,0
542,-8.10,0.9733,0
543,-6.90,0.9732,0
544,-8.10,0.9732,0
545,-7.50,0.9731,0
546,-7.50,0.9731,0
547,-8.10,0.9730,0
548,-7.50,0.9730,0
549,-6.30,0.9729,0
550,-6.30,0.9729,0
551,-7.50,0.9728,0
552,-7.50,0.9728,0
553,-6.90,0.9727,0
554,-6.90,0.9727,0
555,-6.90,0.9726,0
556,-7.50,0.9726,0
557,-8.10,0.9725,0
558,-6.90,0.9725,0
559,-7.50,0.9724,0
560,-8.70,0.9724,0
561,-7.50,0.9723,0
562,-7.50,0.9723,0
563,-8.10,0.9722,0
564,-7.50,0.9722,0
565,-8.10,0.9721,0
566,-6.30,0.9721,0
567,-6.90,0.9720,0
568,-8.70,0.9720,0
569,-7.50,0.9720,0
570,-6.90,0.9719,0
571,-6.90,0.9719,0
572,-6.30,0.9718,0
573,-6.90,0.9718,0
574,-8.10,0.9717,0
575,-6.30,0.9717,0
576,-8.10,0.9716,0
577,-7.50,0.9716,0
578,-6.30,0.9715,0
579,-8.10,0.9715,0
580,-7.50,0.9714,0
581,-8.10,0.9714,0
582,-8.70,0.9713,0
583,-7.50,0.9713,0
584,-8.10,0.9712,0
585,-7.50,0.9712,0
586,-6.30,0.9711,0
587,-7.50,0.9711,0
588,-6.90,0.9710,0
589,-7.50,0.9710,0
590,-6.30,0.9709,0
591,-6.90,0.9709,0
592,-5.70,0.9708,0
593,-7.50,0.9708,0
594,-7.50,0.9707,0
595,-8.10,0.9707,0
596,-7.50,0.9706,0
597,-7.50,0.9706,0
598,-8.70,0.9705,0
599,-8.10,0.9705,0
600,-6.90,0.9704,0
601,-7.50,0.9704,0
602,-8.10,0.9703,0
603,-7.50,0.9703,0
604,-8.10,0.9703,0
605,-8.10,0.9702,0
606,-7.50,0.9702,0
607,-8.70,0.9701,0
608,-8.70,0.9701,0
609,-8.10,0.9700,0
610,-8.70,0.9700,0
611,-3.30,0.9699,0
612,-7.50,0.9699,0
613,-7.50,0.9698,0
614,-8.10,0.9698,0
615,-7.50,0.9697,0
616,-8.10,0.9697,0
617,-7.50,0.9696,0
618,-8.10,0.9696,0
619,-6.90,0.9695,0
620,-8.10,0.9695,0
621,-8.10,0.9694,0
622,-8.10,0.9694,0
623,-6.90,0.9693,0
624,-7.50,0.9693,0
625,-7.50,0.9692,0
626,-7.50,0.9692,0
627,-8.10,0.9691,0
628,-6.30,0.9691,0
629,-8.10,0.9690,0
630,-8.70,0.9690,0
631,-6.90,0.9689,0
632,-8.10,0.9689,0
633,-7.50,0.9688,0
634,-6.90,0.9688,0
635,-8.10,0.9687,0
636,-7.50,0.9687,0
637,-7.50,0.9687,0
638,-5.70,0.9686,0
639,-7.50,0.9686,0
640,-7.50,0.9685,0
641,-5.70,0.9685,0
642,-8.70,0.9684,0
643,-8.10,0.9684,0
644,-8.10,0.9683,0
645,-8.10,0.9683,0
646,-6.30,0.9682,0
647,-7.50,0.9682,0
648,-7.50,0.9681,0
649,-8.70,0.9681,0
650,-8.70,0.9680,0
651,-8.10,0.9680,0
652,-7.50,0.9679,0
653,-7.50,0.9679,0
654,-7.50,0.9678,0
655,-8.10,0.9678,0
656,-5.70,0.9677,0
657,-8.70,0.9677,0
658,-8.70,0.9676,0
659,-8.10,0.9676,0
660,-7.50,0.9675,0
661,-8.10,0.9675,0
662,-8.10,0.9674,0
663,-8.10,0.9674,0
664,-6.90,0.9673,0
665,-7.50,0.9673,0
666,-8.10,0.9672,0
667,-8.10,0.9672,0
668,-7.50,0.9672,0
669,-7.50,0.9671,0
670,-6.90,0.9671,0
671,-7.50,0.9670,0
672,-6.90,0.9670,0
673,-5.10,0.9669,0
674,-8.10,0.9669,0
675,-6.90,0.9668,0
676,-7.50,0.9668,0
677,-7.50,0.9667,0
678,-7.50,0.9667,0
679,-5.70,0.9666,0
680,-7.50,0.9666,0
681,-8.10,0.9665,0
682,-7.50,0.9665,0
683,-8.70,0.9664,0
684,-7.50,0.9664,0
685,-6.30,0.9663,0
686,-8.10,0.9663,0
687,-6.90,0.9662,0
688,-8.10,0.9662,0
689,-7.50,0.9661,0
690,-8.10,0.9661,0
691,-7.50,0.9660,0
692,-7.50,0.9660,0
693,-6.30,0.9659,0
694,-7.50,0.9659,0
695,-7.50,0.9658,0
696,-7.50,0.9658,0
697,-6.30,0.9657,0
698,-8.10,0.9657,0
699,-8.10,0.9657,0
700,-6.30,0.9656,0
701,-6.30,0.9656,0
702,-7.50,0.9655,0
703,-3.90,0.9655,0
704,-6.90,0.9654,0
705,-7.50,0.9654,0
706,-7.50,0.9653,0
707,-8.70,0.9653,0
708,-8.10,0.9652,0
709,-6.90,0.9652,0
710,-8.70,0.9651,0
711,-6.90,0.9651,0
712,-7.50,0.9650,0
713,-6.90,0.9650,0
714,-8.70,0.9649,0
715,-8.70,0.9649,0
716,-7.50,0.9648,0
717,-6.90,0.9648,0
718,-6.90,0.9647,0
719,-8.10,0.9647,0
720,-3.90,0.9646,0
721,-8.10,0.9646,0
722,-8.10,0.9645,0
723,-6.90,0.9645,0
724,-6.90,0.9644,0
725,-6.90,0.9644,0
726,-7.50,0.9644,0
727,-6.90,0.9643,0
728,-7.50,0.9643,0
729,-8.70,0.9642,0
730,-5.70,0.9642,0
731,-8.70,0.9641,0
732,-7.50,0.9641,0
733,-7.50,0.9640,0
734,-8.10,0.9640,0
735,-6.30,0.9639,0
736,-8.10,0.9639,0
737,-7.50,0.9638,0
738,-7.50,0.9638,0
739,-8.10,0.9637,0
740,-8.10,0.9637,0
741,-6.30,0.9636,0
742,-7.50,0.9636,0
743,-8.10,0.9635,0
744,-8.70,0.9635,0
745,-5.70,0.9634,0
746,-7.50,0.9634,0
747,-6.90,0.9633,0
748,-6.90,0.9633,0
749,-6.90,0.9632,0
750,-6.30,0.9632,0
751,-8.10,0.9631,0
752,-5.70,0.9631,0
753,-7.50,0.9630,0
754,-7.50,0.9630,0
755,-8.10,0.9630,0
756,-6.30,0.9629,0
757,-6.30,0.9629,0
758,-8.10,0.9628,0
759,-7.50,0.9628,0
760,-7.50,0.9627,0
761,-7.50,0.9627,0
762,-7.50,0.9626,0
763,-4.50,0.9626,0
764,-6.90,0.9625,0
765,-7.50,0.9625,0
766,-8.10,0.9624,0
767,-7.50,0.9624,0
768,-8.70,0.9623,0
769,-8.70,0.9623,0
770,-8.10,0.9622,0
771,-5.70,0.9622,0
772,-6.90,0.9621,0
773,-8.70,0.9621,0
774,-8.10,0.9620,0
775,-6.90,0.9620,0
776,-6.90,0.9619,0
777,-7.50,0.9619,0
778,-7.50,0.9618,0
779,-7.50,0.9618,0
780,-8.10,0.9617,0
781,-8.10,0.9617,0
782,-5.70,0.9617,0
783,-6.90,0.9616,0
784,-6.30,0.9616,0
785,-6.30,0.9615,0
786,-7.50,0.9615,0
787,-6.90,0.9614,0
788,-8.10,0.9614,0
789,-7.50,0.9613,0
790,-6.30,0.9613,0
791,-8.10,0.9612,0
792,-4.50,0.9612,0
793,-8.70,0.9611,0
794,-8.70,0.9611,0
795,-7.50,0.9610,0
796,-7.50,0.9610,0
797,-6.90,0.9609,0
798,-6.30,0.9609,0
799,-7.50,0.9608,0
800,-8.10,0.9608,0
801,-7.50,0.9607,0
802,-7.50,0.9607,0
803,-7.50,0.9606,0
804,-6.90,0.9606,0
805,-7.50,0.9605,0
806,-6.90,0.9605,0
807,-8.10,0.9605,0
808,-6.90,0.9604,0
809,-4.50,0.9604,0
810,-7.50,0.9603,0
811,-6.90,0.9603,0
812,-8.10,0.9602,0
813,-8.10,0.9602,0
814,-8.10,0.9601,0
815,-7.50,0.9601,0
816,-7.50,0.9600,0
817,-8.10,0.9600,0
818,-8.10,0.9599,0
819,-8.10,0.9599,0
820,-6.90,0.9598,0
821,-5.10,0.9598,0
822,-8.10,0.9597,0
823,-7.50,0.9597,0
824,-8.10,0.9596,0
825,-8.70,0.9596,0
826,-7.50,0.9595,0
827,-8.70,0.9595,0
828,-8.10,0.9594,0
829,-8.10,0.9594,0
830,-7.50,0.9593,0
831,-8.10,0.9593,0
832,-7.50,0.9593,0
833,-8.10,0.9592,0
834,-7.50,0.9592,0
835,-7.50,0.9591,0
836,-5.70,0.9591,0
837,-8.10,0.9590,0
838,-8.70,0.9590,0
839,-7.50,0.9589,0
840,-8.10,0.9589,0
841,-8.70,0.9588,0
842,-6.90,0.9588,0
843,-5.70,0.9587,0
844,-7.50,0.9587,0
845,-8.70,0.9586,0
846,-8.70,0.9586,0
847,-6.90,0.9585,0
848,-6.90,0.9585,0
849,-8.70,0.9584,0
850,-8.70,0.9584,0
851,-5.10,0.9583,0
852,-7.50,0.9583,0
853,-6.90,0.9582,0
854,-7.50,0.9582,0
855,-7.50,0.9581,0
856,-8.10,0.9581,0
857,-5.70,0.9581,0
858,-8.10,0.9580,0
859,-5.70,0.9580,0
860,-7.50,0.9579,0
861,-6.90,0.9579,0
862,-7.50,0.9578,0
863,-8.10,0.9578,0
864,-7.50,0.9577,0
865,-5.70,0.9577,0
866,-5.70,0.9576,0
867,-8.10,0.9576,0
868,-7.50,0.9575,0
869,-8.70,0.9575,0
870,-8.10,0.9574,0
871,-6.90,0.9574,0
872,-8.10,0.9573,0
873,-8.70,0.9573,0
874,-6.30,0.9572,0
875,-6.30,0.9572,0
876,-7.50,0.9571,0
877,-5.70,0.9571,0
878,-6.90,0.9570,0
879,-6.90,0.9570,0
880,-8.10,0.9570,0
881,-5.70,0.9569,0
882,-7.50,0.9569,0
883,-7.50,0.9568,0
884,-8.10,0.9568,0
885,-6.90,0.9567,0
886,-6.30,0.9567,0
887,-5.70,0.9566,0
888,-8.10,0.9566,0
889,-8.10,0.9565,0
890,-6.90,0.9565,0
891,-6.90,0.9564,0
892,-6.90,0.9564,0
893,-8.10,0.9563,0
894,-8.70,0.9563,0
895,-8.10,0.9562,0
896,-7.50,0.9562,0
897,-7.50,0.9561,0
898,-7.50,0.9561,0
899,-8.10,0.9560,0
900,-6.90,0.9560,0
901,-8.70,0.9559,0
902,-7.50,0.9559,0
903,-8.10,0.9559,0
904,-7.50,0.9558,0
905,-7.50,0.9558,0
906,-6.90,0.9557,0
907,-5.10,0.9557,0
908,-8.10,0.9556,0
909,-6.90,0.9556,0
910,-8.10,0.9555,0
911,-6.30,0.9555,0
912,-5.10,0.9554,0
913,-8.70,0.9554,0
914,-6.30,0.9553,0
915,-8.70,0.9553,0
916,-8.10,0.9552,0
917,-8.10,0.9552,0
918,-8.70,0.9551,0
919,-7.50,0.9551,0
920,-7.50,0.9550,0
921,-8.10,0.9550,0
922,-7.50,0.9549,0
923,-8.10,0.9549,0
924,-7.50,0.9548,0
925,-8.10,0.9548,0
926,-8.70,0.9548,0
927,-6.90,0.9547,0
928,-8.10,0.9547,0
929,-6.90,0.9546,0
930,-6.90,0.9546,0
931,-8.10,0.9545,0
932,-7.50,0.9545,0
933,-8.10,0.9544,0
934,-6.90,0.9544,0
935,-6.30,0.9543,0
936,-8.10,0.9543,0
937,-8.70,0.9542,0
938,-6.30,0.9542,0
939,-8.10,0.9541,0
940,-8.10,0.9541,0
941,-7.50,0.9540,0
942,-7.50,0.9540,0
943,-7.50,0.9539,0
944,-6.90,0.9539,0
945,-7.50,0.9538,0
946,-7.50,0.9538,0
947,-8.10,0.9538,0
948,-5.70,0.9537,0
949,-8.10,0.9537,0
950,-7.50,0.9536,0
951,-5.70,0.9536,0
952,-7.50,0.9535,0
953,-8.70,0.9535,0
954,-8.10,0.9534,0
955,-7.50,0.9534,0
956,-5.70,0.9533,0
957,-8.10,0.9533,0
958,-8.10,0.9532,0
959,-6.30,0.9532,0
960,-6.90,0.9531,0
961,-8.70,0.9531,0
962,-6.90,0.9530,0
963,-8.70,0.9530,0
964,-6.90,0.9529,0
965,-8.10,0.9529,0
966,-4.50,0.9528,0
967,-7.50,0.9528,0
968,-7.50,0.9528,0
969,-6.30,0.9527,0
970,-8.70,0.9527,0
971,-3.30,0.9526,0
972,-7.50,0.9526,0
973,-8.10,0.9525,0
974,-8.10,0.9525,0
975,-8.70,0.9524,0
976,-8.10,0.9524,0
977,-6.90,0.9523,0
978,-8.10,0.9523,0
979,-8.10,0.9522,0
980,-6.90,0.9522,0
981,-7.50,0.9521,0
982,-7.50,0.9521,0
983,-6.90,0.9520,0
984,-6.90,0.9520,0
985,-6.90,0.9519,0
986,-7.50,0.9519,0
987,-6.90,0.9518,0
988,-7.50,0.9518,0
989,-7.50,0.9518,0
990,-6.30,0.9517,0
991,-7.50,0.9517,0
992,-8.10,0.9516,0
993,-7.50,0.9516,0
994,-6.90,0.9515,0
995,-7.50,0.9515,0
996,-8.70,0.9514,0
997,-8.10,0.9514,0
