episodio,recompensa,epsilon,tubos_pasados
2429,-7.50,0.8856,0
2430,-8.10,0.8856,0
2431,-5.70,0.8855,0
2432,-8.10,0.8855,0
2433,-6.30,0.8855,0
2434,-7.50,0.8854,0
2435,-5.10,0.8854,0
2436,-6.90,0.8853,0
2437,-7.50,0.8853,0
2438,-6.90,0.8852,0
2439,-4.50,0.8852,0
2440,-5.70,0.8851,0
2441,-8.10,0.8851,0
2442,-4.50,0.8851,0
2443,-7.50,0.8850,0
2444,-6.90,0.8850,0
2445,-8.70,0.8849,0
2446,-5.70,0.8849,0
2447,-6.30,0.8848,0
2448,-5.10,0.8848,0
2449,-5.70,0.8847,0
2450,-6.90,0.8847,0
2451,-8.10,0.8847,0
2452,-6.30,0.8846,0
2453,-8.70,0.8846,0
2454,-6.90,0.8845,0
2455,-6.30,0.8845,0
2456,-7.50,0.8844,0
2457,-7.50,0.8844,0
2458,-8.10,0.8843,0
2459,-6.90,0.8843,0
2460,-8.10,0.8843,0
2461,-7.50,0.8842,0
2462,-8.70,0.8842,0
2463,-7.50,0.8841,0
2464,-5.70,0.8841,0
2465,-6.30,0.8840,0
2466,-8.70,0.8840,0
2467,-6.30,0.8840,0
2468,-6.30,0.8839,0
2469,-6.90,0.8839,0
2470,-7.50,0.8838,0
2471,-6.30,0.8838,0
2472,-4.50,0.8837,0
2473,-7.50,0.8837,0
2474,-6.90,0.8836,0
2475,-7.50,0.8836,0
2476,-4.50,0.8836,0
2477,-7.50,0.8835,0
2478,-8.10,0.8835,0
2479,-6.90,0.8834,0
2480,-8.10,0.8834,0
2481,-8.10,0.8833,0
2482,-7.50,0.8833,0
2483,-8.10,0.8832,0
2484,-8.10,0.8832,0
2485,-8.10,0.8832,0
2486,-8.10,0.8831,0
2487,-5.10,0.8831,0
2488,-8.10,0.8830,0
2489,-5.10,0.8830,0
2490,-6.30,0.8829,0
2491,-8.10,0.8829,0
2492,-6.90,0.8828,0
2493,-6.30,0.8828,0
2494,-6.90,0.8828,0
2495,-6.30,0.8827,0
2496,-7.50,0.8827,0
2497,-5.70,0.8826,0
2498,-7.50,0.8826,0
2499,-8.70,0.8825,0
2500,-4.50,0.8825,0
2501,-6.90,0.8825,0
2502,-8.70,0.8824,0
2503,-7.50,0.8824,0
2504,-7.50,0.8823,0
2505,-5.10,0.8823,0
2506,-8.10,0.8822,0
2507,-6.90,0.8822,0
2508,-6.90,0.8821,0
2509,-6.30,0.8821,0
2510,-7.50,0.8821,0
2511,-6.30,0.8820,0
2512,-5.70,0.8820,0
2513,-8.10,0.8819,0
2514,-6.90,0.8819,0
2515,-8.10,0.8818,0
2516,-8.10,0.8818,0
2517,-8.70,0.8817,0
2518,-6.90,0.8817,0
2519,-6.30,0.8817,0
2520,-6.30,0.8816,0
2521,-5.10,0.8816,0
2522,-7.50,0.8815,0
2523,-6.90,0.8815,0
2524,-6.30,0.8814,0
2525,-7.50,0.8814,0
2526,-6.90,0.8813,0
2527,-5.70,0.8813,0
2528,-4.50,0.8813,0
2529,-6.90,0.8812,0
2530,-5.10,0.8812,0
2531,-5.70,0.8811,0
2532,-5.70,0.8811,0
2533,-6.90,0.8810,0
2534,-6.90,0.8810,0
2535,-6.90,0.8810,0
2536,-4.50,0.8809,0
2537,-5.10,0.8809,0
2538,-8.10,0.8808,0
2539,-8.10,0.8808,0
2540,-8.10,0.8807,0
2541,-7.50,0.8807,0
2542,-5.70,0.8806,0
2543,-5.10,0.8806,0
2544,-7.50,0.8806,0
2545,-6.90,0.8805,0
2546,-6.30,0.8805,0
2547,-7.50,0.8804,0
2548,-8.10,0.8804,0
2549,-8.10,0.8803,0
2550,-7.50,0.8803,0
2551,-5.10,0.8802,0
2552,-6.30,0.8802,0
2553,-6.30,0.8802,0
2554,-6.30,0.8801,0
2555,-7.50,0.8801,0
2556,-7.50,0.8800,0
2557,-5.70,0.8800,0
2558,-7.50,0.8799,0
2559,-4.50,0.8799,0
2560,-4.50,0.8799,0
2561,-8.10,0.8798,0
2562,-7.50,0.8798,0
2563,-7.50,0.8797,0
2564,-8.10,0.8797,0
2565,-5.10,0.8796,0
2566,-8.10,0.8796,0
2567,-8.10,0.8795,0
2568,-6.30,0.8795,0
2569,-6.90,0.8795,0
2570,-8.10,0.8794,0
2571,-8.10,0.8794,0
2572,-7.50,0.8793,0
2573,-8.10,0.8793,0
2574,-8.10,0.8792,0
2575,-6.30,0.8792,0
2576,-6.90,0.8791,0
2577,-7.50,0.8791,0
2578,-8.10,0.8791,0
2579,-5.10,0.8790,0
2580,-4.50,0.8790,0
2581,-7.50,0.8789,0
2582,-8.10,0.8789,0
2583,-7.50,0.8788,0
2584,-7.50,0.8788,0
2585,-6.90,0.8788,0
2586,-5.70,0.8787,0
2587,-6.90,0.8787,0
2588,-8.10,0.8786,0
2589,-8.10,0.8786,0
2590,-8.10,0.8785,0
2591,-7.50,0.8785,0
2592,-7.50,0.8784,0
2593,-7.50,0.8784,0
2594,-5.70,0.8784,0
2595,-6.90,0.8783,0
2596,-8.70,0.8783,0
2597,-7.50,0.8782,0
2598,-8.10,0.8782,0
2599,-7.50,0.8781,0
2600,-7.50,0.8781,0
2601,-6.30,0.8780,0
2602,-5.70,0.8780,0
2603,-6.90,0.8780,0
2604,-5.10,0.8779,0
2605,-6.30,0.8779,0
2606,-2.70,0.8778,0
2607,-6.30,0.8778,0
2608,-4.50,0.8777,0
2609,-7.50,0.8777,0
2610,-6.90,0.8777,0
2611,-5.70,0.8776,0
2612,-6.90,0.8776,0
2613,-8.70,0.8775,0
2614,-7.50,0.8775,0
2615,-6.90,0.8774,0
2616,-6.30,0.8774,0
2617,-3.30,0.8773,0
2618,-8.10,0.8773,0
2619,-7.50,0.8773,0
2620,-7.50,0.8772,0
2621,-8.10,0.8772,0
2622,-7.50,0.8771,0
2623,-6.90,0.8771,0
2624,-6.90,0.8770,0
2625,-6.90,0.8770,0
2626,-7.50,0.8770,0
2627,-6.90,0.8769,0
2628,-6.30,0.8769,0
2629,-6.90,0.8768,0
2630,-8.10,0.8768,0
2631,-6.90,0.8767,0
2632,-6.30,0.8767,0
2633,-6.90,0.8766,0
2634,-7.50,0.8766,0
2635,-7.50,0.8766,0
2636,-6.90,0.8765,0
2637,-3.90,0.8765,0
2638,-6.90,0.8764,0
2639,-7.50,0.8764,0
2640,-8.10,0.8763,0
2641,-8.70,0.8763,0
2642,-6.30,0.8763,0
2643,-8.10,0.8762,0
2644,-8.10,0.8762,0
2645,-5.70,0.8761,0
2646,-6.90,0.8761,0
2647,-7.50,0.8760,0
2648,-3.90,0.8760,0
2649,-6.90,0.8759,0
2650,-6.90,0.8759,0
2651,-7.50,0.8759,0
2652,-6.90,0.8758,0
2653,-8.10,0.8758,0
2654,-5.70,0.8757,0
2655,-2.10,0.8757,0
2656,-6.30,0.8756,0
2657,-6.30,0.8756,0
2658,-8.10,0.8755,0
2659,-6.30,0.8755,0
2660,-4.50,0.8755,0
2661,-8.70,0.8754,0
2662,-8.10,0.8754,0
2663,-8.10,0.8753,0
2664,-6.90,0.8753,0
2665,-7.50,0.8752,0
2666,-7.50,0.8752,0
2667,-7.50,0.8752,0
2668,-8.10,0.8751,0
2669,-8.10,0.8751,0
2670,-7.50,0.8750,0
2671,-6.90,0.8750,0
2672,-7.50,0.8749,0
2673,-7.50,0.8749,0
2674,-8.10,0.8748,0
2675,-6.90,0.8748,0
2676,-6.90,0.8748,0
2677,-6.30,0.8747,0
2678,-7.50,0.8747,0
2679,-5.10,0.8746,0
2680,-6.90,0.8746,0
2681,-7.50,0.8745,0
2682,-3.90,0.8745,0
2683,-7.50,0.8745,0
2684,-7.50,0.8744,0
2685,-5.10,0.8744,0
2686,-6.30,0.8743,0
2687,-8.10,0.8743,0
2688,-6.30,0.8742,0
2689,-8.10,0.8742,0
2690,-7.50,0.8741,0
2691,-6.30,0.8741,0
2692,-6.30,0.8741,0
2693,-6.30,0.8740,0
2694,-7.50,0.8740,0
2695,-8.70,0.8739,0
2696,-6.90,0.8739,0
2697,-5.70,0.8738,0
2698,-8.10,0.8738,0
2699,-7.50,0.8738,0
2700,-6.30,0.8737,0
2701,-6.90,0.8737,0
2702,-2.10,0.8736,0
2703,-6.90,0.8736,0
2704,-7.50,0.8735,0
2705,-6.90,0.8735,0
2706,-7.50,0.8735,0
2707,-5.70,0.8734,0
2708,-6.30,0.8734,0
2709,-6.90,0.8733,0
2710,-6.30,0.8733,0
2711,-7.50,0.8732,0
2712,-6.90,0.8732,0
2713,-8.10,0.8731,0
2714,-6.30,0.8731,0
2715,-6.30,0.8731,0
2716,-6.30,0.8730,0
2717,-7.50,0.8730,0
2718,-5.70,0.8729,0
2719,-7.50,0.8729,0
2720,-5.10,0.8728,0
2721,-8.10,0.8728,0
2722,-6.90,0.8728,0
2723,-8.10,0.8727,0
2724,-8.10,0.8727,0
2725,-6.90,0.8726,0
2726,-6.90,0.8726,0
2727,-7.50,0.8725,0
2728,-8.10,0.8725,0
2729,-7.50,0.8724,0
2730,-8.10,0.8724,0
2731,-6.90,0.8724,0
2732,-5.70,0.8723,0
2733,-8.70,0.8723,0
2734,-5.10,0.8722,0
2735,-6.90,0.8722,0
2736,-7.50,0.8721,0
2737,-7.50,0.8721,0
2738,-7.50,0.8721,0
2739,-8.70,0.8720,0
2740,-5.10,0.8720,0
2741,-6.90,0.8719,0
2742,-8.70,0.8719,0
2743,-7.50,0.8718,0
2744,-6.90,0.8718,0
2745,-6.90,0.8717,0
2746,-8.10,0.8717,0
2747,-6.90,0.8717,0
2748,-7.50,0.8716,0
2749,-7.50,0.8716,0
2750,-8.10,0.8715,0
2751,-3.30,0.8715,0
2752,-7.50,0.8714,0
2753,-8.10,0.8714,0
2754,-2.70,0.8714,0
2755,-6.90,0.8713,0
2756,-6.90,0.8713,0
2757,-7.50,0.8712,0
2758,-6.90,0.8712,0
2759,-6.30,0.8711,0
2760,-8.10,0.8711,0
2761,-4.50,0.8711,0
2762,-7.50,0.8710,0
2763,-5.10,0.8710,0
2764,-8.70,0.8709,0
2765,-5.70,0.8709,0
2766,-6.30,0.8708,0
2767,-8.70,0.8708,0
2768,-5.70,0.8707,0
2769,-8.10,0.8707,0
2770,-7.50,0.8707,0
2771,-8.10,0.8706,0
2772,-5.10,0.8706,0
2773,-6.90,0.8705,0
2774,-7.50,0.8705,0
2775,-7.50,0.8704,0
2776,-6.90,0.8704,0
2777,-3.90,0.8704,0
2778,-0.30,0.8703,0
2779,-8.70,0.8703,0
2780,-8.10,0.8702,0
2781,2.70,0.8702,2
2782,-8.10,0.8701,0
2783,-5.70,0.8701,0
2784,-5.70,0.8701,0
2785,-0.30,0.8700,0
2786,-6.30,0.8700,0
2787,-7.50,0.8699,0
2788,-6.90,0.8699,0
2789,-7.50,0.8698,0
2790,-7.50,0.8698,0
2791,-6.90,0.8697,0
2792,-6.90,0.8697,0
2793,-8.10,0.8697,0
2794,-8.10,0.8696,0
2795,-6.30,0.8696,0
2796,-8.10,0.8695,0
2797,-6.90,0.8695,0
2798,-6.90,0.8694,0
2799,-6.30,0.8694,0
2800,-8.10,0.8694,0
2801,-8.10,0.8693,0
2802,-7.50,0.8693,0
2803,-2.10,0.8692,0
2804,-7.50,0.8692,0
2805,-6.90,0.8691,0
2806,-6.30,0.8691,0
2807,-7.50,0.8691,0
2808,-6.30,0.8690,0
2809,-6.90,0.8690,0
2810,-5.70,0.8689,0
2811,-5.70,0.8689,0
2812,-7.50,0.8688,0
2813,-7.50,0.8688,0
2814,-6.30,0.8687,0
2815,-7.50,0.8687,0
2816,-6.90,0.8687,0
2817,-7.50,0.8686,0
2818,-7.50,0.8686,0
2819,-7.50,0.8685,0
2820,-8.10,0.8685,0
2821,-6.90,0.8684,0
2822,-8.10,0.8684,0
2823,-8.10,0.8684,0
2824,-5.10,0.8683,0
2825,-7.50,0.8683,0
2826,-6.90,0.8682,0
2827,-6.30,0.8682,0
2828,-5.70,0.8681,0
2829,-5.70,0.8681,0
2830,-5.70,0.8681,0
2831,-7.50,0.8680,0
2832,-8.10,0.8680,0
2833,-6.90,0.8679,0
2834,-7.50,0.8679,0
2835,-3.30,0.8678,0
2836,-3.30,0.8678,0
2837,-7.50,0.8677,0
2838,-8.10,0.8677,0
2839,-7.50,0.8677,0
2840,-8.10,0.8676,0
2841,-7.50,0.8676,0
2842,-7.50,0.8675,0
2843,-7.50,0.8675,0
2844,-8.10,0.8674,0
2845,-8.70,0.8674,0
2846,-8.10,0.8674,0
2847,-7.50,0.8673,0
2848,-8.70,0.8673,0
2849,-5.10,0.8672,0
2850,-4.50,0.8672,0
2851,-5.70,0.8671,0
2852,-8.10,0.8671,0
2853,-7.50,0.8671,0
2854,-6.30,0.8670,0
2855,-7.50,0.8670,0
2856,-3.90,0.8669,0
2857,-7.50,0.8669,0
2858,-8.10,0.8668,0
2859,-6.90,0.8668,0
2860,-5.10,0.8668,0
2861,-2.70,0.8667,0
2862,-7.50,0.8667,0
2863,-7.50,0.8666,0
2864,-8.10,0.8666,0
2865,-4.50,0.8665,0
2866,-3.30,0.8665,0
2867,-8.10,0.8664,0
2868,-7.50,0.8664,0
2869,-6.90,0.8664,0
2870,-5.70,0.8663,0
2871,-6.30,0.8663,0
2872,-8.10,0.8662,0
2873,-8.10,0.8662,0
2874,-8.70,0.8661,0
2875,-8.10,0.8661,0
2876,-3.90,0.8661,0
2877,-6.90,0.8660,0
2878,-3.90,0.8660,0
2879,-5.10,0.8659,0
2880,-7.50,0.8659,0
2881,-7.50,0.8658,0
2882,-5.70,0.8658,0
2883,-6.30,0.8658,0
2884,-6.30,0.8657,0
2885,-7.50,0.8657,0
2886,-8.10,0.8656,0
2887,-8.10,0.8656,0
2888,-5.70,0.8655,0
2889,-7.50,0.8655,0
2890,-6.30,0.8655,0
2891,-7.50,0.8654,0
2892,-8.70,0.8654,0
2893,-8.10,0.8653,0
2894,-6.90,0.8653,0
2895,-7.50,0.8652,0
2896,-0.90,0.8652,0
2897,-8.70,0.8651,0
2898,-7.50,0.8651,0
2899,-5.70,0.8651,0
2900,-5.10,0.8650,0
2901,-8.10,0.8650,0
2902,-6.90,0.8649,0
2903,-6.30,0.8649,0
2904,-8.10,0.8648,0
2905,-6.30,0.8648,0
2906,-2.70,0.8648,0
2907,-7.50,0.8647,0
2908,-6.30,0.8647,0
2909,-5.10,0.8646,0
2910,-6.90,0.8646,0
2911,-6.90,0.8645,0
2912,-8.10,0.8645,0
2913,-5.10,0.8645,0
2914,-4.50,0.8644,0
2915,-8.10,0.8644,0
2916,-6.30,0.8643,0
2917,-8.10,0.8643,0
2918,-7.50,0.8642,0
2919,-6.30,0.8642,0
2920,-5.10,0.8642,0
2921,-7.50,0.8641,0
2922,-6.90,0.8641,0
2923,-4.50,0.8640,0
2924,-8.10,0.8640,0
2925,-5.70,0.8639,0
2926,-8.10,0.8639,0
2927,-8.10,0.8639,0
2928,-8.10,0.8638,0
2929,-6.90,0.8638,0
2930,-6.30,0.8637,0
2931,-7.50,0.8637,0
2932,-5.70,0.8636,0
2933,-8.10,0.8636,0
2934,-7.50,0.8635,0
2935,-8.10,0.8635,0
2936,-7.50,0.8635,0
2937,-6.90,0.8634,0
2938,-3.30,0.8634,0
2939,-7.50,0.8633,0
2940,-0.30,0.8633,0
2941,-7.50,0.8632,0
2942,-6.90,0.8632,0
2943,-6.30,0.8632,0
2944,-6.30,0.8631,0
2945,-5.70,0.8631,0
2946,-8.10,0.8630,0
2947,-6.90,0.8630,0
2948,-6.90,0.8629,0
2949,-6.90,0.8629,0
2950,-5.70,0.8629,0
2951,-7.50,0.8628,0
2952,-3.90,0.8628,0
2953,-8.10,0.8627,0
2954,-6.30,0.8627,0
2955,-5.70,0.8626,0
2956,-6.90,0.8626,0
2957,-8.10,0.8626,0
2958,-8.10,0.8625,0
2959,-6.30,0.8625,0
2960,-7.50,0.8624,0
2961,-7.50,0.8624,0
2962,-3.90,0.8623,0
2963,-8.10,0.8623,0
2964,-7.50,0.8623,0
2965,-5.70,0.8622,0
2966,-6.90,0.8622,0
2967,-6.30,0.8621,0
2968,-7.50,0.8621,0
2969,-5.70,0.8620,0
2970,-6.90,0.8620,0
2971,-8.10,0.8620,0
2972,-0.90,0.8619,0
2973,-7.50,0.8619,0
2974,-1.50,0.8618,0
2975,-8.10,0.8618,0
2976,-3.90,0.8617,0
2977,-6.90,0.8617,0
2978,-6.90,0.8617,0
2979,-7.50,0.8616,0
2980,-6.90,0.8616,0
2981,-3.30,0.8615,0
2982,-4.50,0.8615,0
2983,-5.10,0.8614,0
2984,-5.70,0.8614,0
2985,-7.50,0.8614,0
2986,-6.90,0.8613,0
2987,-4.50,0.8613,0
2988,-7.50,0.8612,0
2989,-7.50,0.8612,0
2990,-7.50,0.8611,0
2991,-7.50,0.8611,0
2992,-5.10,0.8610,0
2993,-6.90,0.8610,0
2994,-7.50,0.8610,0
2995,-8.10,0.8609,0
2996,-6.90,0.8609,0
2997,-8.70,0.8608,0
2998,-7.50,0.8608,0
2999,-7.50,0.8607,0
3000,-7.50,0.8607,0
3001,-8.10,0.8607,0
3002,-7.50,0.8606,0
3003,-6.30,0.8606,0
3004,-6.90,0.8605,0
3005,-5.70,0.8605,0
3006,-6.90,0.8604,0
3007,-6.90,0.8604,0
3008,-5.10,0.8604,0
3009,-7.50,0.8603,0
3010,-6.30,0.8603,0
3011,-6.30,0.8602,0
3012,-6.90,0.8602,0
3013,-7.50,0.8601,0
3014,-3.90,0.8601,0
3015,-5.70,0.8601,0
3016,-6.30,0.8600,0
3017,-6.30,0.8600,0
3018,-8.10,0.8599,0
3019,-6.30,0.8599,0
3020,-8.10,0.8598,0
3021,-6.90,0.8598,0
3022,-5.70,0.8598,0
3023,-3.30,0.8597,0
3024,-4.50,0.8597,0
3025,-5.10,0.8596,0
3026,-6.90,0.8596,0
3027,-7.50,0.8595,0
3028,-8.10,0.8595,0
3029,-5.70,0.8595,0
3030,-6.90,0.8594,0
3031,-4.50,0.8594,0
3032,-8.10,0.8593,0
3033,-5.70,0.8593,0
3034,-7.50,0.8592,0
3035,-8.10,0.8592,0
3036,-6.90,0.8592,0
3037,-7.50,0.8591,0
3038,-2.70,0.8591,0
3039,-6.90,0.8590,0
3040,-5.70,0.8590,0
3041,-8.10,0.8589,0
3042,-5.70,0.8589,0
3043,-6.90,0.8589,0
3044,-5.70,0.8588,0
3045,-6.90,0.8588,0
3046,-6.90,0.8587,0
3047,-6.90,0.8587,0
3048,-8.70,0.8586,0
3049,-5.70,0.8586,0
3050,-2.70,0.8586,0
3051,-7.50,0.8585,0
3052,-7.50,0.8585,0
3053,-6.90,0.8584,0
3054,-8.10,0.8584,0
3055,-6.90,0.8583,0
3056,-7.50,0.8583,0
3057,-6.90,0.8583,0
3058,-6.30,0.8582,0
3059,-6.30,0.8582,0
3060,-8.10,0.8581,0
3061,-6.30,0.8581,0
3062,-7.50,0.8580,0
3063,-7.50,0.8580,0
3064,-7.50,0.8580,0
3065,-8.10,0.8579,0
3066,-6.90,0.8579,0
3067,-6.90,0.8578,0
3068,-5.70,0.8578,0
3069,-8.70,0.8577,0
3070,-8.10,0.8577,0
3071,-8.10,0.8577,0
3072,-5.70,0.8576,0
3073,-6.90,0.8576,0
3074,-8.10,0.8575,0
3075,-7.50,0.8575,0
3076,-6.30,0.8574,0
3077,-6.90,0.8574,0
3078,-6.30,0.8574,0
3079,-6.90,0.8573,0
3080,-7.50,0.8573,0
3081,-7.50,0.8572,0
3082,-7.50,0.8572,0
3083,-8.10,0.8571,0
3084,-5.70,0.8571,0
3085,-6.30,0.8571,0
3086,-5.10,0.8570,0
3087,-8.70,0.8570,0
3088,-5.10,0.8569,0
3089,-6.30,0.8569,0
3090,-7.50,0.8568,0
3091,-8.10,0.8568,0
3092,-7.50,0.8568,0
3093,-7.50,0.8567,0
3094,-8.10,0.8567,0
3095,-6.90,0.8566,0
3096,-6.90,0.8566,0
3097,-6.90,0.8565,0
3098,-6.90,0.8565,0
3099,-7.50,0.8565,0
3100,-8.10,0.8564,0
3101,-5.70,0.8564,0
3102,-6.90,0.8563,0
3103,-7.50,0.8563,0
3104,-6.90,0.8562,0
3105,-7.50,0.8562,0
3106,-6.90,0.8562,0
3107,-7.50,0.8561,0
3108,-5.10,0.8561,0
3109,-8.10,0.8560,0
3110,-5.10,0.8560,0
3111,-7.50,0.8559,0
3112,-8.70,0.8559,0
3113,-8.10,0.8559,0
3114,-7.50,0.8558,0
3115,-6.90,0.8558,0
3116,-8.10,0.8557,0
3117,-6.90,0.8557,0
3118,-6.90,0.8556,0
3119,-8.10,0.8556,0
3120,-8.10,0.8556,0
3121,-7.50,0.8555,0
3122,-0.30,0.8555,0
3123,-6.90,0.8554,0
3124,-6.90,0.8554,0
3125,-7.50,0.8553,0
3126,-8.10,0.8553,0
3127,-8.10,0.8553,0
3128,-6.30,0.8552,0
3129,-6.90,0.8552,0
3130,-6.90,0.8551,0
3131,-6.90,0.8551,0
3132,-2.10,0.8550,0
3133,-7.50,0.8550,0
3134,-7.50,0.8550,0
3135,-6.90,0.8549,0
3136,-6.30,0.8549,0
3137,-6.90,0.8548,0
3138,-7.50,0.8548,0
3139,-6.90,0.8547,0
3140,-8.10,0.8547,0
3141,-7.50,0.8547,0
3142,-6.90,0.8546,0
3143,-8.10,0.8546,0
3144,-6.90,0.8545,0
3145,-6.30,0.8545,0
3146,-8.10,0.8544,0
3147,-8.10,0.8544,0
3148,-8.10,0.8544,0
3149,-7.50,0.8543,0
3150,-7.50,0.8543,0
3151,-7.50,0.8542,0
3152,-3.90,0.8542,0
3153,-6.30,0.8541,0
3154,-6.30,0.8541,0
3155,-6.30,0.8541,0
3156,-7.50,0.8540,0
3157,-7.50,0.8540,0
3158,-7.50,0.8539,0
3159,-6.90,0.8539,0
3160,-6.90,0.8538,0
3161,-6.90,0.8538,0
3162,-6.90,0.8538,0
3163,-5.70,0.8537,0
3164,-6.30,0.8537,0
3165,-7.50,0.8536,0
3166,-6.90,0.8536,0
3167,-6.90,0.8535,0
3168,-6.90,0.8535,0
3169,-6.30,0.8535,0
3170,-8.10,0.8534,0
3171,-5.10,0.8534,0
3172,-6.30,0.8533,0
3173,-8.10,0.8533,0
3174,-6.30,0.8532,0
3175,-6.90,0.8532,0
3176,-5.10,0.8532,0
3177,-6.30,0.8531,0
3178,-7.50,0.8531,0
3179,-6.90,0.8530,0
3180,-6.30,0.8530,0
3181,-7.50,0.8530,0
3182,-8.10,0.8529,0
3183,-7.50,0.8529,0
3184,-7.50,0.8528,0
3185,-6.90,0.8528,0
3186,-8.10,0.8527,0
3187,-7.50,0.8527,0
3188,-8.10,0.8527,0
3189,-6.90,0.8526,0
3190,-7.50,0.8526,0
3191,-5.70,0.8525,0
3192,-8.10,0.8525,0
3193,-7.50,0.8524,0
3194,-7.50,0.8524,0
3195,-6.90,0.8524,0
3196,-6.30,0.8523,0
3197,-6.90,0.8523,0
3198,-8.10,0.8522,0
3199,-7.50,0.8522,0
3200,-8.70,0.8521,0
3201,-7.50,0.8521,0
3202,-7.50,0.8521,0
3203,-8.10,0.8520,0
3204,-8.70,0.8520,0
3205,-6.90,0.8519,0
3206,-8.10,0.8519,0
3207,-8.10,0.8518,0
3208,-6.90,0.8518,0
3209,-7.50,0.8518,0
3210,-3.90,0.8517,0
3211,-6.30,0.8517,0
3212,-6.30,0.8516,0
3213,-8.10,0.8516,0
3214,-8.10,0.8515,0
3215,-7.50,0.8515,0
3216,-7.50,0.8515,0
3217,-3.30,0.8514,0
3218,-6.30,0.8514,0
3219,-8.10,0.8513,0
3220,-5.10,0.8513,0
3221,-6.90,0.8512,0
3222,-3.90,0.8512,0
3223,-8.10,0.8512,0
3224,-5.70,0.8511,0
3225,-7.50,0.8511,0
3226,-7.50,0.8510,0
3227,-6.90,0.8510,0
3228,-8.10,0.8509,0
3229,-8.10,0.8509,0
3230,-5.70,0.8509,0
3231,-5.10,0.8508,0
3232,-6.30,0.8508,0
3233,-5.10,0.8507,0
3234,-5.70,0.8507,0
3235,-3.30,0.8507,0
3236,-8.10,0.8506,0
3237,-0.90,0.8506,0
3238,-7.50,0.8505,0
3239,-5.10,0.8505,0
3240,-5.70,0.8504,0
3241,-7.50,0.8504,0
3242,-8.10,0.8504,0
3243,-6.90,0.8503,0
3244,-8.10,0.8503,0
3245,-6.90,0.8502,0
3246,-7.50,0.8502,0
3247,-3.90,0.8501,0
3248,-5.70,0.8501,0
3249,-6.30,0.8501,0
3250,-7.50,0.8500,0
3251,-7.50,0.8500,0
3252,-7.50,0.8499,0
3253,-7.50,0.8499,0
3254,-7.50,0.8498,0
3255,-6.30,0.8498,0
3256,-8.10,0.8498,0
3257,-7.50,0.8497,0
3258,-7.50,0.8497,0
3259,-6.30,0.8496,0
3260,-7.50,0.8496,0
3261,-6.30,0.8495,0
3262,-7.50,0.8495,0
3263,-6.90,0.8495,0
3264,-7.50,0.8494,0
3265,-8.10,0.8494,0
3266,-6.90,0.8493,0
3267,-8.70,0.8493,0
3268,-6.30,0.8492,0
3269,-6.30,0.8492,0
3270,-7.50,0.8492,0
3271,-7.50,0.8491,0
3272,-5.70,0.8491,0
3273,-7.50,0.8490,0
3274,-5.70,0.8490,0
3275,-5.70,0.8490,0
3276,-8.10,0.8489,0
3277,-8.10,0.8489,0
3278,-6.30,0.8488,0
3279,-8.10,0.8488,0
3280,-8.10,0.8487,0
3281,-7.50,0.8487,0
3282,-8.10,0.8487,0
3283,-6.90,0.8486,0
3284,-8.10,0.8486,0
3285,-7.50,0.8485,0
3286,-7.50,0.8485,0
3287,-6.90,0.8484,0
3288,-6.90,0.8484,0
3289,-6.90,0.8484,0
3290,-5.10,0.8483,0
3291,-6.30,0.8483,0
3292,-6.90,0.8482,0
3293,-8.10,0.8482,0
3294,-8.10,0.8481,0
3295,-5.10,0.8481,0
3296,-6.90,0.8481,0
3297,-7.50,0.8480,0
3298,-6.90,0.8480,0
3299,-5.70,0.8479,0
3300,-8.10,0.8479,0
3301,-8.10,0.8478,0
3302,-6.90,0.8478,0
3303,-6.90,0.8478,0
3304,-8.10,0.8477,0
3305,-7.50,0.8477,0
3306,-5.70,0.8476,0
3307,-5.70,0.8476,0
3308,-7.50,0.8476,0
3309,-7.50,0.8475,0
3310,-5.70,0.8475,0
3311,-6.30,0.8474,0
3312,-6.90,0.8474,0
3313,-6.30,0.8473,0
3314,-8.10,0.8473,0
3315,-4.50,0.8473,0
3316,-7.50,0.8472,0
3317,-8.10,0.8472,0
3318,-6.90,0.8471,0
3319,-6.90,0.8471,0
3320,-7.50,0.8470,0
3321,-6.30,0.8470,0
3322,-6.30,0.8470,0
3323,-6.30,0.8469,0
3324,-3.90,0.8469,0
3325,-7.50,0.8468,0
3326,-8.10,0.8468,0
3327,-8.10,0.8467,0
3328,-6.90,0.8467,0
3329,-7.50,0.8467,0
3330,-5.10,0.8466,0
3331,-7.50,0.8466,0
3332,-6.90,0.8465,0
3333,-8.10,0.8465,0
3334,-6.30,0.8464,0
3335,-7.50,0.8464,0
3336,-3.30,0.8464,0
3337,-5.70,0.8463,0
3338,-7.50,0.8463,0
3339,-3.90,0.8462,0
3340,-6.90,0.8462,0
3341,-6.30,0.8462,0
3342,-8.10,0.8461,0
3343,-8.10,0.8461,0
3344,-5.70,0.8460,0
3345,-7.50,0.8460,0
3346,-8.10,0.8459,0
3347,-6.90,0.8459,0
3348,-6.90,0.8459,0
3349,-6.90,0.8458,0
3350,-8.10,0.8458,0
3351,-6.90,0.8457,0
3352,-8.70,0.8457,0
3353,-4.50,0.8456,0
3354,-5.70,0.8456,0
3355,-7.50,0.8456,0
3356,-6.90,0.8455,0
3357,-7.50,0.8455,0
3358,-6.90,0.8454,0
3359,-5.10,0.8454,0
